country,gender,age,relationship_status,freedom_of_choice,satisfaction
Indonesia,female,42,married,10,10
Indonesia,male,24,married,7,7
Indonesia,female,47,married,6,8
Indonesia,male,41,married,7,9
Indonesia,female,40,married,10,10
Indonesia,male,37,married,5,3
Indonesia,male,26,married,5,10
Indonesia,female,37,married,10,10
Indonesia,female,30,married,8,7
Indonesia,female,20,single,9,9
Indonesia,female,27,married,10,9
Indonesia,male,47,married,10,1
Indonesia,male,25,married,10,10
Indonesia,male,22,married,10,10
Indonesia,male,35,married,8,4
Indonesia,male,49,married,10,10
Indonesia,female,21,single,8,10
Indonesia,male,36,married,9,10
Indonesia,female,32,married,10,10
Indonesia,female,35,married,7,5
Indonesia,male,33,married,10,10
Indonesia,female,28,married,5,9
Indonesia,female,31,married,10,10
Indonesia,male,36,married,10,10
Indonesia,male,35,single,10,8
Indonesia,male,53,married,8,6
Indonesia,male,66,married,5,1
Indonesia,male,28,married,7,10
Indonesia,female,29,married,9,7
Indonesia,female,39,married,8,9
Indonesia,female,46,married,10,1
Indonesia,male,26,single,5,6
Indonesia,male,43,married,10,5
Indonesia,male,43,married,10,10
Indonesia,male,28,single,7,8
Indonesia,female,34,married,6,8
Indonesia,female,21,married,10,9
Indonesia,female,26,married,10,10
Indonesia,male,28,married,9,10
Indonesia,male,35,married,1,10
Indonesia,female,43,widowed,1,10
Indonesia,male,19,single,7,6
Indonesia,female,22,married,10,10
Indonesia,female,58,married,6,3
Indonesia,male,57,married,10,10
Indonesia,female,50,married,10,10
Indonesia,male,20,single,10,5
Indonesia,female,44,married,10,10
Indonesia,female,37,married,10,10
Indonesia,male,37,married,10,10
Indonesia,female,44,married,7,10
Indonesia,male,27,married,7,10
Indonesia,female,29,divorced,10,10
Indonesia,male,62,divorced,1,8
Indonesia,female,28,married,10,3
Indonesia,male,72,married,5,5
Indonesia,male,55,married,5,5
Indonesia,female,24,married,10,5
Indonesia,male,23,single,8,8
Indonesia,female,23,married,7,7
Indonesia,female,28,divorced,9,3
Indonesia,female,23,single,10,8
Indonesia,male,50,married,7,6
Indonesia,male,70,married,7,9
Indonesia,male,65,married,9,10
Indonesia,female,41,divorced,10,10
Indonesia,female,44,married,10,9
Indonesia,male,18,single,7,8
Indonesia,male,48,married,10,8
Indonesia,male,65,widowed,10,10
Indonesia,female,42,single,3,5
Indonesia,female,41,married,5,10
Indonesia,female,51,married,10,10
Indonesia,female,45,married,10,5
Indonesia,female,43,married,9,9
Indonesia,male,64,married,10,8
Indonesia,female,20,single,6,8
Indonesia,female,31,single,7,7
Indonesia,female,49,married,7,8
Indonesia,male,18,single,7,10
Indonesia,female,34,married,8,8
Indonesia,male,42,married,7,7
Indonesia,male,34,single,10,10
Indonesia,female,45,married,1,9
Indonesia,female,63,widowed,10,2
Indonesia,female,48,married,10,4
Indonesia,male,20,single,8,10
Indonesia,female,43,divorced,5,10
Indonesia,male,33,married,10,9
Indonesia,male,41,married,1,1
Indonesia,female,42,married,6,10
Indonesia,male,45,widowed,1,10
Indonesia,female,43,married,9,7
Indonesia,female,42,married,8,9
Indonesia,female,25,married,2,9
Indonesia,male,59,married,1,10
Indonesia,female,28,married,8,8
Indonesia,male,37,married,10,10
Indonesia,female,39,married,10,5
Indonesia,female,40,married,7,8
Indonesia,female,42,married,8,10
Indonesia,male,41,married,6,7
Indonesia,female,30,married,3,10
Indonesia,male,46,married,8,7
Indonesia,female,37,married,3,10
Indonesia,male,30,married,6,7
Indonesia,male,47,married,5,5
Indonesia,male,28,single,5,7
Indonesia,female,29,single,9,10
Indonesia,male,20,single,8,9
Indonesia,female,31,married,7,8
Indonesia,female,28,separated,3,8
Indonesia,female,42,married,7,7
Indonesia,male,45,married,8,8
Indonesia,male,20,single,7,8
Indonesia,female,46,married,10,10
Indonesia,female,54,widowed,3,5
Indonesia,male,41,married,10,10
Indonesia,male,40,married,10,7
Indonesia,female,61,married,10,10
Indonesia,female,35,married,10,7
Indonesia,male,43,married,1,10
Indonesia,female,36,married,10,5
Indonesia,female,65,widowed,10,10
Indonesia,female,57,single,10,10
Indonesia,female,48,married,8,10
Indonesia,female,33,married,8,8
Indonesia,male,28,single,7,8
Indonesia,female,39,married,9,8
Indonesia,female,37,married,8,5
Indonesia,male,51,married,8,6
Indonesia,female,34,married,7,7
Indonesia,male,19,single,8,10
Indonesia,male,51,divorced,7,8
Indonesia,male,60,married,7,10
Indonesia,female,26,married,4,4
Indonesia,male,40,divorced,2,5
Indonesia,female,44,married,5,8
Indonesia,female,31,widowed,10,4
Indonesia,female,22,married,1,3
Indonesia,female,34,married,10,2
Indonesia,male,30,married,8,9
Indonesia,female,20,single,8,6
Indonesia,female,34,married,10,8
Indonesia,male,20,single,7,7
Indonesia,male,52,married,10,1
Indonesia,female,32,married,8,8
Indonesia,male,42,married,10,10
Indonesia,male,42,married,7,7
Indonesia,female,34,married,10,8
Indonesia,female,20,married,10,7
Indonesia,female,25,married,8,9
Indonesia,female,22,divorced,3,9
Indonesia,male,26,married,9,9
Indonesia,male,32,married,8,8
Indonesia,male,50,married,2,2
Indonesia,female,47,married,10,10
Indonesia,male,42,single,7,3
Indonesia,male,28,married,10,10
Indonesia,male,33,married,8,10
Indonesia,male,65,married,5,10
Indonesia,female,21,single,8,6
Indonesia,female,53,married,10,10
Indonesia,female,45,married,10,10
Indonesia,female,37,married,10,8
Indonesia,female,37,widowed,9,5
Indonesia,male,18,single,10,10
Indonesia,female,26,divorced,5,1
Indonesia,male,23,divorced,9,8
Indonesia,male,30,married,9,9
Indonesia,male,32,married,10,3
Indonesia,male,35,married,10,5
Indonesia,male,18,single,4,2
Indonesia,male,41,married,6,8
Indonesia,female,50,widowed,10,10
Indonesia,male,38,married,5,3
Indonesia,male,45,married,1,1
Indonesia,male,48,married,1,1
Indonesia,female,30,married,1,1
Indonesia,female,22,married,10,10
Indonesia,male,24,married,6,8
Indonesia,male,47,widowed,4,10
Indonesia,female,20,living together as married,3,2
Indonesia,male,34,married,10,2
Indonesia,male,40,married,1,10
Indonesia,male,54,married,7,10
Indonesia,female,40,married,10,5
Indonesia,male,41,married,8,10
Indonesia,male,37,single,9,10
Indonesia,female,63,widowed,10,10
Indonesia,female,53,married,10,9
Indonesia,male,63,married,10,10
Indonesia,female,44,married,10,10
Indonesia,female,38,married,10,6
Indonesia,male,44,married,6,1
Indonesia,female,24,married,8,10
Indonesia,female,21,single,10,10
Indonesia,male,31,married,6,7
Indonesia,male,26,single,10,5
Indonesia,female,21,single,10,1
Indonesia,male,52,married,8,10
Indonesia,male,32,married,10,1
Indonesia,male,24,married,10,9
Indonesia,male,36,married,10,10
Indonesia,female,23,single,6,10
Indonesia,male,62,married,9,5
Indonesia,male,52,married,10,10
Indonesia,male,43,married,3,10
Indonesia,female,41,married,1,5
Indonesia,female,27,married,6,6
Indonesia,female,47,married,1,10
Indonesia,male,45,married,10,9
Indonesia,female,49,married,10,10
Indonesia,male,33,married,10,10
Indonesia,female,29,married,10,10
Indonesia,male,41,married,2,5
Indonesia,female,37,married,5,10
Indonesia,female,60,married,8,5
Indonesia,male,55,married,7,7
Indonesia,female,28,married,10,10
Indonesia,female,22,single,7,5
Indonesia,female,42,married,10,5
Indonesia,female,35,married,10,10
Indonesia,female,49,divorced,10,9
Indonesia,female,27,single,9,10
Indonesia,male,32,married,8,7
Indonesia,female,25,married,5,9
Indonesia,male,20,single,6,10
Indonesia,male,47,married,1,2
Indonesia,male,20,married,10,10
Indonesia,female,22,married,9,10
Indonesia,male,21,single,8,8
Indonesia,female,20,single,7,4
Indonesia,female,38,married,10,10
Indonesia,male,25,single,10,10
Indonesia,female,42,married,10,10
Indonesia,female,40,widowed,4,10
Indonesia,female,49,married,10,9
Indonesia,male,61,widowed,10,10
Indonesia,male,33,married,10,10
Indonesia,male,35,married,10,10
Indonesia,male,72,widowed,10,10
Indonesia,male,26,living together as married,10,10
Indonesia,male,41,married,10,10
Indonesia,female,29,married,10,10
Indonesia,male,41,married,8,10
Indonesia,male,44,married,5,5
Indonesia,male,32,single,7,9
Indonesia,female,47,married,9,10
Indonesia,male,48,married,10,10
Indonesia,female,37,married,6,6
Indonesia,male,18,single,8,7
Indonesia,male,44,married,9,8
Indonesia,male,67,widowed,8,8
Indonesia,male,40,widowed,10,1
Indonesia,male,27,married,10,1
Indonesia,female,19,married,10,7
Indonesia,female,23,married,10,10
Indonesia,female,58,married,1,10
Indonesia,male,55,married,10,5
Indonesia,male,25,single,10,6
Indonesia,female,35,living together as married,3,10
Indonesia,female,48,married,10,5
Indonesia,male,22,single,10,1
Indonesia,male,68,single,10,10
Indonesia,female,33,married,5,10
Indonesia,female,43,married,5,8
Indonesia,male,61,married,10,1
Indonesia,female,42,married,10,10
Indonesia,female,32,separated,5,5
Indonesia,male,56,married,10,7
Indonesia,female,57,widowed,8,7
Indonesia,female,54,married,10,7
Indonesia,female,54,married,10,10
Indonesia,male,21,single,8,2
Indonesia,female,30,divorced,7,6
Indonesia,female,49,widowed,5,6
Indonesia,male,58,married,10,10
Indonesia,female,32,single,9,8
Indonesia,male,42,married,10,6
Indonesia,male,68,widowed,8,9
Indonesia,female,55,widowed,10,7
Indonesia,female,30,living together as married,5,6
Indonesia,male,47,married,10,9
Indonesia,female,18,single,8,9
Indonesia,male,48,married,10,10
Indonesia,female,37,married,10,10
Indonesia,female,68,married,10,10
Indonesia,male,64,widowed,10,1
Indonesia,male,62,married,8,10
Indonesia,female,32,married,10,10
Indonesia,male,57,married,8,10
Indonesia,female,58,married,10,10
Indonesia,male,40,married,10,10
Indonesia,female,55,married,1,10
Indonesia,male,54,married,8,10
Indonesia,female,23,living together as married,10,10
Indonesia,male,37,married,8,8
Indonesia,male,57,married,7,7
Indonesia,male,39,married,10,10
Indonesia,female,30,married,10,10
Indonesia,male,33,widowed,6,7
Indonesia,female,34,married,6,7
Indonesia,male,30,married,8,1
Indonesia,male,22,married,10,1
Indonesia,male,58,widowed,10,1
Indonesia,female,27,married,10,10
Indonesia,male,35,married,5,7
Indonesia,male,29,married,10,1
Indonesia,female,25,married,10,10
Indonesia,female,32,married,9,9
Indonesia,male,59,married,5,5
Indonesia,male,28,widowed,1,10
Indonesia,male,39,married,10,6
Indonesia,female,42,married,7,6
Indonesia,male,45,living together as married,4,10
Indonesia,female,19,single,10,10
Indonesia,female,26,married,10,7
Indonesia,male,23,single,10,8
Indonesia,male,61,married,10,10
Indonesia,male,52,married,10,10
Indonesia,female,45,married,10,10
Indonesia,female,29,married,9,10
Indonesia,male,32,married,10,10
Indonesia,female,32,married,10,8
Indonesia,male,39,married,10,10
Indonesia,female,38,married,8,8
Indonesia,female,23,married,9,9
Indonesia,male,63,married,10,10
Indonesia,female,46,married,10,9
Indonesia,male,30,married,5,10
Indonesia,male,59,married,10,10
Indonesia,male,38,married,9,8
Indonesia,male,35,married,10,8
Indonesia,male,74,widowed,10,10
Indonesia,male,49,married,10,8
Indonesia,male,50,divorced,10,4
Indonesia,female,42,married,4,10
Indonesia,female,26,married,5,5
Indonesia,female,55,widowed,4,2
Indonesia,female,41,married,8,8
Indonesia,female,29,married,10,8
Indonesia,female,45,married,10,10
Indonesia,female,66,married,10,5
Indonesia,male,44,married,10,10
Indonesia,male,33,married,5,2
Indonesia,female,35,married,10,10
Indonesia,male,25,married,10,10
Indonesia,male,25,living together as married,3,1
Indonesia,female,20,single,10,10
Indonesia,male,34,married,8,8
Indonesia,female,36,married,2,9
Indonesia,male,37,married,5,10
Indonesia,female,24,married,1,2
Indonesia,female,56,married,10,1
Indonesia,female,42,married,10,10
Indonesia,male,22,married,6,10
Indonesia,female,57,widowed,7,8
Indonesia,female,34,married,6,8
Indonesia,female,29,married,7,8
Indonesia,female,30,married,10,8
Indonesia,male,33,married,5,10
Indonesia,male,31,married,10,4
Indonesia,male,36,married,4,1
Indonesia,female,27,living together as married,4,1
Indonesia,female,20,married,1,10
Indonesia,female,34,married,10,10
Indonesia,male,25,married,1,10
Indonesia,female,33,married,10,10
Indonesia,male,53,married,10,5
Indonesia,female,36,married,6,9
Indonesia,female,48,widowed,9,5
Indonesia,female,23,married,10,10
Indonesia,female,19,married,8,7
Indonesia,female,37,widowed,10,1
Indonesia,male,50,married,10,10
Indonesia,male,58,married,8,9
Indonesia,female,40,married,10,10
Indonesia,female,46,married,10,7
Indonesia,male,57,married,1,1
Indonesia,male,70,married,1,1
Indonesia,male,28,single,10,9
Indonesia,female,59,married,10,10
Indonesia,male,27,married,9,7
Indonesia,female,23,married,10,10
Indonesia,male,50,married,10,10
Indonesia,female,33,single,10,10
Indonesia,female,22,single,10,1
Indonesia,male,32,married,5,10
Indonesia,female,19,single,10,10
Indonesia,male,29,married,10,10
Indonesia,female,20,single,10,1
Indonesia,female,43,married,10,10
Indonesia,male,46,married,5,4
Indonesia,male,49,married,8,9
Indonesia,male,38,married,10,10
Indonesia,female,36,married,10,10
Indonesia,female,29,married,6,10
Indonesia,female,48,widowed,1,10
Indonesia,female,38,married,10,8
Indonesia,female,42,married,4,4
Indonesia,male,26,married,10,10
Indonesia,male,24,single,10,2
Indonesia,male,22,living together as married,10,10
Indonesia,female,34,married,1,1
Indonesia,male,36,married,8,9
Indonesia,female,47,married,10,10
Indonesia,female,25,married,8,7
Indonesia,female,46,married,8,9
Indonesia,male,61,married,10,8
Indonesia,male,54,married,10,10
Indonesia,male,63,married,10,10
Indonesia,female,58,married,6,9
Indonesia,female,53,married,10,10
Indonesia,female,38,married,9,7
Iran,male,32,single,10,5
Iran,male,62,married,5,3
Iran,female,34,married,2,8
Iran,female,18,single,6,6
Iran,male,45,married,1,5
Iran,male,38,married,5,5
Iran,male,18,single,6,10
Iran,male,48,married,8,6
Iran,female,19,single,5,5
Iran,male,38,married,8,6
Iran,female,51,married,4,6
Iran,female,31,single,7,5
Iran,female,47,married,5,5
Iran,male,69,married,10,10
Iran,male,19,single,4,7
Iran,male,41,married,10,8
Iran,male,40,married,8,8
Iran,male,58,married,5,6
Iran,female,55,married,5,5
Iran,male,47,married,10,10
Iran,female,24,married,8,5
Iran,female,70,married,10,10
Iran,female,46,married,10,5
Iran,male,19,single,1,10
Iran,male,25,single,10,1
Iran,female,46,married,5,3
Iran,male,43,married,1,1
Iran,male,41,married,1,1
Iran,male,68,married,6,2
Iran,male,18,single,10,9
Iran,female,51,married,6,5
Iran,male,46,married,2,1
Iran,male,70,married,10,10
Iran,male,67,married,10,8
Iran,female,46,married,10,5
Iran,female,19,single,6,8
Iran,female,40,married,5,2
Iran,female,58,married,5,6
Iran,male,67,married,9,8
Iran,male,18,single,5,7
Iran,female,54,married,8,9
Iran,male,21,single,5,3
Iran,male,54,married,10,1
Iran,female,47,widowed,5,3
Iran,female,58,married,8,7
Iran,female,40,married,7,6
Iran,male,48,married,6,10
Iran,male,45,married,10,7
Iran,female,36,divorced,9,9
Iran,female,48,married,7,8
Iran,male,20,single,8,5
Iran,female,37,married,10,8
Iran,male,44,married,5,8
Iran,female,19,married,10,10
Iran,female,49,single,7,6
Iran,female,39,married,1,1
Iran,female,34,divorced,5,7
Iran,female,70,divorced,10,5
Iran,male,45,married,5,2
Iran,female,36,married,5,6
Iran,male,63,married,8,8
Iran,male,61,married,10,7
Iran,male,48,married,5,6
Iran,male,52,married,6,3
Iran,female,19,single,5,7
Iran,male,26,single,8,5
Iran,female,36,married,8,9
Iran,male,35,married,6,7
Iran,male,67,married,5,5
Iran,male,18,single,8,7
Iran,male,40,married,8,8
Iran,male,27,single,2,10
Iran,female,51,married,10,4
Iran,male,40,married,10,8
Iran,male,42,married,10,5
Iran,female,58,married,10,6
Iran,male,53,married,8,6
Iran,female,43,married,1,5
Iran,female,39,married,9,8
Iran,male,22,single,9,8
Iran,male,61,married,5,5
Iran,female,31,married,10,10
Iran,male,35,living together as married,1,1
Iran,male,56,married,5,6
Iran,female,19,single,8,5
Iran,female,63,married,9,5
Iran,female,39,married,10,5
Iran,female,36,single,7,5
Iran,female,37,married,2,8
Iran,male,33,married,10,1
Iran,female,33,married,10,6
Iran,female,60,widowed,10,1
Iran,female,51,divorced,2,1
Iran,male,48,married,6,7
Iran,female,28,married,8,7
Iran,female,28,single,9,10
Iran,female,26,divorced,1,2
Iran,female,40,married,8,5
Iran,male,26,single,5,6
Iran,male,46,married,7,7
Iran,female,41,married,8,6
Iran,male,21,single,5,10
Iran,male,49,married,6,5
Iran,female,41,married,6,5
Iran,female,38,married,4,1
Iran,male,44,married,10,3
Iran,male,41,married,1,1
Iran,male,41,married,9,9
Iran,male,54,married,5,5
Iran,male,24,single,7,10
Iran,male,69,married,10,10
Iran,male,47,married,8,5
Iran,female,34,married,5,2
Iran,male,60,married,5,8
Iran,male,23,single,8,10
Iran,male,52,married,5,6
Iran,female,68,widowed,5,8
Iran,female,27,married,8,6
Iran,male,67,married,10,4
Iran,female,60,married,5,5
Iran,male,30,married,7,6
Iran,female,55,widowed,5,6
Iran,male,22,single,5,8
Iran,male,36,married,8,7
Iran,female,58,married,5,7
Iran,female,38,single,5,6
Iran,female,33,married,8,9
Iran,female,37,married,8,9
Iran,female,49,married,5,3
Iran,male,39,married,9,8
Iran,male,50,married,2,4
Iran,female,39,married,5,5
Iran,female,41,married,5,2
Iran,male,23,single,5,5
Iran,male,41,married,5,4
Iran,female,33,single,8,7
Iran,female,23,married,10,6
Iran,male,64,married,8,5
Iran,female,53,married,3,1
Iran,male,41,married,8,5
Iran,male,36,married,10,8
Iran,male,70,married,5,1
Iran,male,50,married,9,6
Iran,male,40,married,10,5
Iran,male,70,married,8,7
Iran,male,37,married,8,9
Iran,male,46,married,10,10
Iran,male,37,married,10,4
Iran,female,36,married,7,5
Iran,female,67,married,10,9
Iran,female,32,single,8,7
Iran,male,28,single,4,3
Iran,female,56,widowed,7,5
Iran,male,46,married,5,6
Iran,female,49,married,7,7
Iran,female,33,married,5,7
Iran,female,51,widowed,8,1
Iran,female,20,single,4,1
Iran,female,35,single,7,9
