country,gender,age,relationship_status,freedom_of_choice,satisfaction
Indonesia,male,87,divorced,10,9
Indonesia,female,45,divorced,8,9
Indonesia,female,52,widowed,10,10
Indonesia,male,48,married,10,10
Indonesia,female,59,married,10,10
Indonesia,female,59,married,5,7
Indonesia,male,57,married,9,7
Indonesia,female,21,married,10,8
Indonesia,male,20,single,5,10
Indonesia,female,20,married,9,10
Indonesia,male,25,married,8,7
Indonesia,female,49,married,10,4
Indonesia,female,45,widowed,10,1
Indonesia,male,50,married,10,10
Indonesia,female,25,married,7,8
Indonesia,male,41,married,10,10
Indonesia,female,33,married,10,10
Indonesia,male,82,married,9,9
Indonesia,female,48,widowed,10,5
Indonesia,female,40,married,5,5
Indonesia,male,64,married,10,8
Indonesia,male,81,separated,9,9
Indonesia,female,37,married,10,10
Indonesia,female,86,widowed,6,8
Indonesia,male,26,single,1,1
Indonesia,female,52,married,10,10
Indonesia,female,45,married,10,10
Indonesia,male,33,married,8,7
Indonesia,female,52,married,7,6
Indonesia,female,33,married,7,8
Indonesia,female,27,married,6,4
Indonesia,male,37,married,10,10
Indonesia,female,43,married,10,10
Indonesia,female,27,married,10,10
Indonesia,female,38,married,7,7
Indonesia,male,63,widowed,8,8
Indonesia,female,52,married,10,10
Indonesia,male,51,married,10,10
Indonesia,female,26,married,7,6
Indonesia,male,29,married,4,7
Indonesia,female,33,married,10,10
Indonesia,male,41,married,10,10
Indonesia,male,24,married,10,10
Indonesia,female,41,married,5,8
Indonesia,female,35,married,5,6
Indonesia,male,35,married,10,7
Indonesia,male,32,married,6,10
Indonesia,male,60,married,9,10
Indonesia,male,60,married,10,10
Indonesia,male,64,divorced,7,4
Indonesia,male,46,married,10,10
Indonesia,female,34,married,10,10
Indonesia,female,43,married,8,6
Indonesia,male,41,married,10,10
Indonesia,male,47,divorced,10,1
Indonesia,male,52,married,1,10
Indonesia,female,42,married,10,5
Indonesia,male,64,married,10,4
Indonesia,female,39,married,10,9
Indonesia,male,37,married,7,10
Indonesia,female,29,married,10,10
Indonesia,male,31,single,3,7
Indonesia,female,46,married,10,9
Indonesia,male,52,married,8,7
Indonesia,male,32,married,6,6
Indonesia,female,66,widowed,1,10
Indonesia,male,54,married,10,10
Indonesia,male,37,married,10,9
Indonesia,female,43,married,10,10
Indonesia,male,47,married,10,10
Indonesia,male,29,married,6,7
Indonesia,male,58,married,2,2
Indonesia,female,39,married,10,10
Indonesia,female,19,single,10,7
Indonesia,male,30,married,8,9
Indonesia,male,34,married,10,6
Indonesia,female,42,married,8,7
Indonesia,male,45,married,8,7
Indonesia,female,19,married,8,8
Indonesia,male,45,married,5,6
Indonesia,female,59,widowed,10,10
Indonesia,female,45,married,10,8
Indonesia,male,31,married,10,5
Indonesia,male,45,married,10,10
Indonesia,female,23,married,8,9
Indonesia,female,51,married,9,10
Indonesia,male,62,married,10,6
Indonesia,male,27,married,8,8
Indonesia,female,33,married,10,10
Indonesia,female,37,married,10,10
Indonesia,female,57,married,6,9
Indonesia,female,32,married,8,9
Indonesia,female,45,married,7,8
Indonesia,male,50,married,9,10
Indonesia,female,43,married,10,10
Indonesia,female,18,single,8,10
Indonesia,female,57,married,10,10
Indonesia,female,38,married,10,10
Indonesia,female,25,married,10,10
Indonesia,female,20,married,10,9
Indonesia,female,24,married,10,10
Indonesia,male,28,single,10,10
Indonesia,female,37,married,1,3
Indonesia,female,33,married,10,10
Indonesia,male,23,married,9,10
Indonesia,female,26,married,8,10
Indonesia,female,33,married,10,5
Indonesia,male,49,married,8,7
Indonesia,male,42,divorced,5,7
Indonesia,male,49,married,10,10
Indonesia,female,29,married,8,10
Indonesia,male,38,married,2,8
Indonesia,female,39,married,10,10
Indonesia,male,33,married,1,10
Indonesia,female,45,married,5,6
Indonesia,female,27,married,8,7
Indonesia,female,32,married,10,10
Indonesia,male,41,married,7,5
Indonesia,female,18,single,7,7
Indonesia,male,58,widowed,2,8
Indonesia,female,33,married,9,10
Indonesia,female,25,married,9,7
Indonesia,female,54,married,1,10
Indonesia,female,21,single,8,7
Indonesia,female,37,married,10,10
Indonesia,male,52,married,10,10
Indonesia,female,46,married,10,10
Indonesia,female,51,married,5,8
Indonesia,male,24,single,10,9
Indonesia,male,32,married,10,10
Indonesia,female,40,married,8,10
Indonesia,female,38,married,10,8
Indonesia,female,26,divorced,10,8
Indonesia,male,58,married,10,10
Indonesia,male,23,single,5,8
Indonesia,female,56,married,1,9
Indonesia,female,37,married,6,10
Indonesia,female,56,widowed,6,8
Indonesia,female,33,married,10,7
Indonesia,female,26,married,8,8
Indonesia,female,29,married,6,7
Indonesia,female,34,married,5,5
Indonesia,female,41,married,10,10
Indonesia,female,27,single,10,6
Indonesia,male,46,married,8,8
Indonesia,female,47,married,8,6
Indonesia,male,60,married,8,8
Indonesia,male,66,married,1,5
Indonesia,female,53,married,8,9
Indonesia,female,27,married,10,10
Indonesia,female,35,married,6,8
Indonesia,female,50,divorced,6,8
Indonesia,female,40,married,5,5
Indonesia,female,23,married,7,8
Indonesia,male,60,married,10,10
Indonesia,male,33,married,7,7
Indonesia,male,55,married,8,8
Indonesia,female,70,widowed,7,10
Indonesia,female,25,married,9,8
Indonesia,male,27,married,9,10
Indonesia,female,70,widowed,1,8
Indonesia,male,52,married,10,10
Indonesia,female,39,married,9,8
Indonesia,male,25,married,10,10
Indonesia,female,20,single,10,7
Indonesia,male,58,married,6,7
Indonesia,female,72,single,6,6
Indonesia,male,39,married,10,10
Indonesia,female,32,married,10,7
Indonesia,male,30,married,10,7
Indonesia,male,38,single,10,1
Indonesia,female,43,married,1,10
Indonesia,female,26,married,6,3
Indonesia,female,19,single,10,5
Indonesia,female,25,married,8,10
Indonesia,male,48,married,3,7
Indonesia,female,44,divorced,5,6
Indonesia,male,46,married,6,6
Indonesia,male,19,single,10,9
Indonesia,male,47,married,1,10
Indonesia,female,54,married,10,10
Indonesia,female,21,married,10,10
Indonesia,male,23,married,10,10
Indonesia,male,57,married,10,10
Indonesia,female,27,married,6,8
Indonesia,female,40,married,5,6
Indonesia,female,34,married,1,10
Indonesia,female,46,married,10,8
Indonesia,female,40,married,10,8
Indonesia,female,35,married,10,10
Indonesia,female,43,married,9,10
Indonesia,female,54,married,10,10
Indonesia,male,61,married,5,8
Indonesia,female,34,married,10,5
Indonesia,female,29,married,5,7
Indonesia,male,62,married,1,10
Indonesia,female,40,married,8,9
Indonesia,male,42,married,7,8
Indonesia,female,21,married,10,7
Indonesia,female,33,married,9,10
Indonesia,female,40,married,9,1
Indonesia,male,28,married,8,10
Indonesia,female,31,married,7,8
Indonesia,female,35,married,5,8
Indonesia,female,40,married,7,9
Indonesia,male,45,married,5,6
Indonesia,female,30,married,5,9
Indonesia,male,34,married,10,10
Indonesia,female,43,married,5,5
Indonesia,female,50,widowed,5,6
Indonesia,female,29,married,10,10
Indonesia,male,66,married,1,10
Indonesia,female,29,married,10,8
Indonesia,male,41,married,1,5
Indonesia,female,49,married,6,5
Indonesia,female,62,married,10,7
Indonesia,female,52,widowed,6,7
Indonesia,male,52,married,1,10
Indonesia,female,23,married,10,10
Indonesia,male,53,married,4,7
Indonesia,female,27,married,9,8
Indonesia,male,52,married,1,10
Indonesia,female,38,married,5,7
Indonesia,male,33,married,7,4
Indonesia,male,24,single,5,7
Indonesia,female,18,married,5,5
Indonesia,female,57,married,1,10
Indonesia,male,40,married,10,10
Indonesia,male,76,married,9,6
Indonesia,male,53,married,10,10
Indonesia,female,30,married,6,8
Indonesia,male,61,married,10,7
Indonesia,female,38,married,10,5
Indonesia,male,30,married,10,8
Indonesia,female,26,married,5,5
Indonesia,female,50,married,5,5
Indonesia,female,32,married,10,7
Indonesia,male,53,married,3,1
Indonesia,male,68,married,7,10
Indonesia,female,53,married,10,10
Indonesia,male,34,married,8,10
Indonesia,male,40,married,7,6
Indonesia,female,47,married,8,10
Indonesia,female,30,married,10,10
Indonesia,female,34,married,10,5
Indonesia,female,56,married,10,10
Indonesia,female,35,married,7,6
Indonesia,male,34,married,5,10
Indonesia,female,30,married,4,8
Indonesia,female,73,married,10,10
Indonesia,female,36,married,5,8
Indonesia,male,57,married,10,5
Indonesia,female,29,married,8,6
Indonesia,female,20,married,10,10
Indonesia,female,51,married,3,7
Indonesia,male,37,married,6,7
Indonesia,male,55,married,8,7
Indonesia,male,66,married,10,10
Indonesia,female,36,married,6,8
Indonesia,female,55,married,10,5
Indonesia,female,60,married,8,8
Indonesia,male,40,married,5,7
Indonesia,male,51,widowed,10,10
Indonesia,male,47,married,10,10
Indonesia,female,34,married,5,7
Indonesia,female,58,married,4,10
Indonesia,male,70,married,2,3
Indonesia,female,57,married,7,5
Indonesia,female,41,widowed,10,10
Indonesia,female,49,married,5,10
Indonesia,male,35,married,10,10
Indonesia,female,60,married,1,10
Indonesia,female,41,married,2,6
Indonesia,male,19,single,7,8
Indonesia,male,27,single,10,2
Indonesia,male,38,divorced,6,4
Indonesia,female,60,married,10,7
Indonesia,female,46,married,5,5
Indonesia,female,52,widowed,10,10
Indonesia,female,52,married,1,10
Indonesia,male,33,married,10,10
Indonesia,female,32,married,5,8
Indonesia,female,58,married,2,10
Indonesia,female,29,married,10,10
Indonesia,female,60,married,4,10
Indonesia,male,38,married,10,10
Indonesia,female,64,married,5,6
Indonesia,male,62,married,5,7
Indonesia,female,49,married,7,6
Indonesia,female,36,married,7,6
Indonesia,male,80,married,2,5
Indonesia,male,35,single,3,2
Indonesia,female,28,married,3,6
Indonesia,male,39,married,8,8
Indonesia,female,40,married,5,5
Indonesia,male,25,married,1,10
Indonesia,male,57,married,4,5
Indonesia,male,50,married,7,5
Indonesia,female,21,single,8,9
Indonesia,female,33,single,6,7
Indonesia,female,40,married,10,7
Indonesia,male,44,married,8,4
Indonesia,female,36,married,10,9
Indonesia,male,34,married,10,9
Indonesia,male,38,married,10,10
Indonesia,male,40,married,1,2
Indonesia,male,24,single,6,1
Indonesia,female,58,widowed,2,10
Indonesia,female,34,divorced,8,9
Indonesia,female,49,married,8,10
Indonesia,female,40,married,8,9
Indonesia,male,50,divorced,6,1
Indonesia,female,56,married,6,9
Indonesia,female,53,widowed,6,7
Indonesia,female,35,married,10,10
Indonesia,male,56,married,7,8
Indonesia,male,62,married,7,10
Indonesia,male,50,married,10,10
Indonesia,female,36,widowed,5,6
Indonesia,female,40,married,8,7
Indonesia,male,21,single,10,4
Indonesia,male,46,married,8,8
Indonesia,male,49,married,10,10
Indonesia,male,44,married,7,8
Indonesia,male,24,single,9,8
Indonesia,male,55,married,2,10
Indonesia,female,30,married,5,10
Indonesia,male,24,married,7,6
Indonesia,female,21,married,10,10
Indonesia,female,34,married,10,8
Indonesia,male,28,married,7,9
Indonesia,male,34,married,7,7
Indonesia,female,23,married,10,1
Indonesia,female,27,married,7,6
Indonesia,female,23,married,10,10
Indonesia,male,33,married,10,6
Indonesia,female,22,married,10,8
Indonesia,female,70,divorced,2,5
Indonesia,male,22,single,10,1
Indonesia,female,19,married,10,10
Indonesia,male,32,married,8,9
Indonesia,male,21,married,8,10
Indonesia,female,40,married,10,10
Indonesia,male,40,married,9,5
Indonesia,female,18,single,10,1
Indonesia,female,26,divorced,6,5
Indonesia,female,22,married,7,8
Indonesia,male,43,married,10,10
Indonesia,male,18,single,10,10
Indonesia,female,30,married,10,10
Indonesia,male,35,married,10,9
Indonesia,male,38,married,5,4
Indonesia,male,34,married,10,6
Indonesia,female,60,married,3,2
Indonesia,male,26,married,10,10
Indonesia,female,39,married,9,10
Indonesia,male,50,married,7,10
Indonesia,female,45,married,6,6
Indonesia,female,28,married,10,1
Indonesia,female,29,married,10,10
Indonesia,male,25,married,8,9
Indonesia,male,33,married,10,4
Indonesia,male,19,single,7,8
Indonesia,male,20,married,8,9
Indonesia,female,35,married,10,9
Indonesia,male,32,married,8,8
Indonesia,female,49,married,10,5
Indonesia,female,38,married,6,5
Indonesia,male,31,married,10,7
Indonesia,male,47,married,10,10
Indonesia,female,27,married,10,7
Indonesia,female,35,married,9,5
Indonesia,male,22,single,8,10
Indonesia,male,41,married,8,9
Indonesia,female,28,divorced,8,10
Indonesia,female,39,married,10,10
Indonesia,male,40,married,8,7
Indonesia,male,51,married,3,5
Indonesia,female,54,widowed,7,7
Indonesia,male,34,married,9,10
Indonesia,male,54,married,10,10
Indonesia,male,50,married,10,9
Indonesia,male,38,married,8,9
Indonesia,male,73,married,10,7
Indonesia,female,26,married,9,9
Indonesia,male,71,married,5,5
Indonesia,male,53,married,10,6
Indonesia,female,44,married,6,6
Indonesia,female,38,married,7,7
Indonesia,male,43,married,5,6
Indonesia,female,52,widowed,3,3
Indonesia,female,45,single,3,3
Indonesia,female,32,married,9,9
Indonesia,male,34,married,9,10
Indonesia,female,33,married,8,9
Indonesia,female,38,single,10,8
Indonesia,female,40,married,6,6
Indonesia,male,58,married,7,8
Indonesia,female,56,married,1,10
Indonesia,female,30,married,9,9
Indonesia,female,25,married,8,8
Indonesia,female,66,married,7,9
Indonesia,male,60,married,8,8
Indonesia,female,57,married,6,9
Indonesia,female,50,widowed,8,8
Indonesia,female,40,married,7,7
Indonesia,female,58,separated,9,8
Indonesia,female,57,widowed,5,9
Indonesia,female,36,married,5,7
Indonesia,male,22,single,5,7
Indonesia,female,38,married,10,9
Indonesia,female,41,married,8,8
Indonesia,female,43,married,5,7
Indonesia,female,60,widowed,8,8
Indonesia,female,20,single,7,8
Indonesia,male,44,married,7,7
Indonesia,female,31,married,10,10
Indonesia,female,46,married,10,9
Indonesia,male,62,married,8,6
Indonesia,female,58,widowed,4,4
Indonesia,female,48,married,7,7
Indonesia,female,38,married,5,6
Indonesia,male,32,married,7,7
Indonesia,female,31,married,7,8
Indonesia,female,33,married,8,8
Indonesia,male,22,single,7,8
Indonesia,male,43,married,5,5
Indonesia,male,44,widowed,5,6
Indonesia,female,35,married,6,6
Indonesia,female,41,married,8,6
Indonesia,male,44,single,10,4
Indonesia,female,42,married,10,10
Indonesia,female,47,married,5,8
Indonesia,male,22,single,8,10
Indonesia,male,20,single,7,9
Indonesia,female,55,widowed,9,9
Indonesia,male,40,single,10,10
Indonesia,male,45,married,3,7
Indonesia,male,65,married,10,10
Indonesia,male,51,married,6,6
Indonesia,male,68,married,1,2
Indonesia,female,18,single,5,7
Indonesia,female,27,married,5,6
Indonesia,male,37,married,1,1
Indonesia,female,43,married,6,6
Indonesia,male,44,married,10,10
Indonesia,male,52,married,10,10
Indonesia,male,55,married,3,6
Indonesia,male,38,single,8,5
Indonesia,female,21,single,10,7
Indonesia,female,49,married,10,10
Indonesia,male,42,divorced,7,5
Indonesia,female,60,married,10,10
Indonesia,female,73,widowed,1,10
Indonesia,male,60,married,7,9
Indonesia,female,52,married,1,5
Indonesia,female,33,married,1,10
Indonesia,male,49,married,5,5
Indonesia,male,62,married,8,9
Indonesia,male,40,married,5,5
Indonesia,female,34,married,5,7
Indonesia,female,48,married,10,10
Indonesia,male,52,married,8,10
Indonesia,male,50,married,7,5
Indonesia,female,53,married,8,10
Indonesia,male,49,married,10,10
Indonesia,male,64,married,5,5
Indonesia,male,43,married,8,8
Indonesia,female,34,married,8,5
Indonesia,female,48,married,6,8
Indonesia,male,37,married,6,8
Indonesia,male,56,married,9,4
Indonesia,male,30,married,9,7
Indonesia,male,59,married,2,10
Indonesia,female,44,married,10,10
Indonesia,male,55,married,7,4
Indonesia,male,52,married,10,8
Indonesia,male,38,married,1,5
Indonesia,female,26,married,10,10
Indonesia,female,35,married,10,9
Indonesia,female,38,widowed,8,2
Indonesia,male,18,single,10,8
Indonesia,female,38,married,6,5
Indonesia,female,35,married,7,8
Indonesia,male,25,single,8,9
Indonesia,female,26,married,7,5
Indonesia,male,38,widowed,7,5
Indonesia,male,42,married,8,7
Indonesia,female,33,married,9,10
Indonesia,female,19,single,9,6
Indonesia,female,45,widowed,7,8
Indonesia,female,23,single,10,9
Indonesia,male,38,married,8,5
Indonesia,male,45,married,10,9
Indonesia,male,29,married,5,5
Indonesia,male,32,married,8,5
Indonesia,male,55,married,8,8
Indonesia,male,35,married,1,9
Indonesia,female,31,married,10,10
Indonesia,female,54,married,9,8
Indonesia,female,22,married,1,10
Indonesia,male,23,single,10,10
Indonesia,male,49,married,8,8
Indonesia,male,69,married,10,10
Indonesia,male,27,married,7,7
Indonesia,female,37,married,10,10
Indonesia,female,25,married,8,10
Indonesia,male,45,married,8,6
Indonesia,female,30,married,6,8
Indonesia,female,41,married,5,6
Indonesia,female,53,widowed,8,7
Indonesia,male,49,married,5,5
Indonesia,female,29,married,6,4
Indonesia,male,66,married,10,10
Indonesia,male,24,single,5,4
Indonesia,male,42,married,3,4
Indonesia,male,84,married,5,6
Indonesia,male,47,married,6,7
Indonesia,male,50,married,10,10
Indonesia,male,21,single,8,8
Indonesia,male,40,married,10,10
Indonesia,male,45,married,8,9
Indonesia,female,42,married,5,5
Indonesia,female,35,married,5,5
Indonesia,male,25,single,8,9
Indonesia,female,47,married,6,8
Indonesia,female,29,married,7,7
Indonesia,male,67,married,9,9
Indonesia,female,20,single,8,9
Indonesia,male,32,married,7,4
Indonesia,female,36,married,1,10
Indonesia,female,41,married,10,10
Indonesia,male,31,single,8,7
Indonesia,male,64,married,10,10
Indonesia,female,60,married,10,7
Indonesia,male,40,married,10,5
Indonesia,female,42,married,10,5
Indonesia,male,42,living together as married,10,4
Indonesia,female,35,living together as married,8,6
Indonesia,female,46,married,6,6
Indonesia,female,32,living together as married,9,10
Indonesia,female,39,married,8,9
Indonesia,male,29,living together as married,10,7
Indonesia,female,56,married,7,10
Indonesia,female,45,married,10,9
Indonesia,male,30,married,10,6
Indonesia,female,41,married,6,4
Indonesia,male,52,living together as married,10,10
Indonesia,female,48,married,10,4
Indonesia,male,18,single,8,6
Indonesia,male,23,single,10,10
Indonesia,male,32,living together as married,9,9
Indonesia,female,23,living together as married,10,8
Indonesia,male,34,single,4,5
Indonesia,male,19,single,6,7
Indonesia,male,28,married,10,1
Indonesia,female,36,married,10,10
Indonesia,female,51,separated,10,10
Indonesia,male,28,single,8,8
Indonesia,male,64,married,10,6
Indonesia,male,32,single,10,7
Indonesia,male,56,married,10,10
Indonesia,male,46,married,5,6
Indonesia,male,69,married,10,10
Indonesia,female,39,married,10,10
Indonesia,male,44,single,10,8
Indonesia,male,36,married,10,10
Indonesia,female,54,single,5,5
Indonesia,male,24,single,6,5
Indonesia,female,43,married,8,7
Indonesia,female,42,married,6,6
Indonesia,female,59,single,6,5
Indonesia,male,62,married,4,7
Indonesia,male,67,married,6,6
Indonesia,male,37,married,8,8
Indonesia,female,53,widowed,6,5
Indonesia,male,62,married,8,9
Indonesia,male,61,married,2,1
Indonesia,female,26,married,7,8
Indonesia,female,19,married,5,8
Indonesia,female,28,married,6,10
Indonesia,female,34,married,8,8
Indonesia,female,63,married,10,10
Indonesia,female,33,married,8,8
Indonesia,female,34,married,1,1
Indonesia,male,49,married,7,4
Indonesia,male,23,married,5,7
Indonesia,male,28,living together as married,10,1
Indonesia,female,50,widowed,5,9
Indonesia,female,42,divorced,7,10
Indonesia,female,22,single,10,5
Indonesia,female,66,widowed,10,1
Indonesia,female,45,married,10,10
Indonesia,female,28,single,10,10
Indonesia,female,25,married,2,10
Indonesia,female,56,married,9,7
Indonesia,female,59,married,6,1
Indonesia,male,46,married,10,1
Indonesia,male,54,married,8,2
Indonesia,female,27,married,8,9
Indonesia,female,32,married,5,10
Indonesia,male,40,married,3,5
Indonesia,female,51,married,10,10
Indonesia,male,63,married,10,1
Indonesia,female,30,married,1,1
Indonesia,male,36,married,7,5
Indonesia,female,44,married,10,10
Indonesia,male,60,married,1,1
Indonesia,male,38,single,9,10
Indonesia,female,26,living together as married,10,1
Indonesia,female,21,living together as married,10,1
Indonesia,male,28,single,5,6
Indonesia,male,50,married,10,6
Indonesia,male,40,married,10,1
Indonesia,male,22,married,7,1
Indonesia,male,33,married,9,2
Indonesia,female,62,widowed,10,10
Indonesia,female,34,married,8,7
Indonesia,male,52,married,3,9
Indonesia,female,24,married,6,5
Indonesia,male,22,single,7,6
Indonesia,female,41,married,7,5
Indonesia,female,66,married,9,9
Indonesia,female,53,married,1,2
Indonesia,female,18,single,10,10
Indonesia,female,36,married,8,6
Indonesia,female,48,living together as married,10,10
Indonesia,male,49,married,10,8
Indonesia,male,24,single,2,8
Indonesia,female,70,widowed,7,10
Indonesia,male,25,single,6,6
Indonesia,male,19,single,10,5
Indonesia,female,26,single,8,8
Indonesia,female,67,widowed,8,7
Indonesia,male,33,single,5,7
Indonesia,female,28,single,7,8
Indonesia,male,44,married,10,7
Indonesia,male,31,married,7,4
Indonesia,female,41,married,8,4
Indonesia,male,30,married,5,5
Indonesia,female,28,married,8,10
Indonesia,male,39,married,10,4
Indonesia,male,41,married,6,8
Indonesia,female,23,married,10,4
Indonesia,male,33,single,8,9
Indonesia,male,43,married,5,3
Indonesia,female,32,married,10,10
Indonesia,male,56,married,5,7
Indonesia,male,44,married,10,5
Indonesia,male,39,married,8,7
Indonesia,male,21,married,10,8
Indonesia,female,38,married,9,10
Indonesia,female,22,married,8,8
Indonesia,male,39,married,3,3
Indonesia,male,27,married,10,10
Indonesia,male,35,married,8,7
Indonesia,female,35,married,10,9
Indonesia,female,26,married,7,5
Indonesia,male,43,married,8,10
Indonesia,male,20,married,7,10
Indonesia,male,50,married,8,9
Indonesia,male,34,married,10,5
Indonesia,male,28,married,9,10
Indonesia,male,36,married,8,6
Indonesia,female,41,married,6,7
Indonesia,female,41,married,10,9
Indonesia,female,25,married,5,10
Indonesia,male,28,married,10,10
Indonesia,male,24,single,8,7
Indonesia,male,20,single,10,8
Indonesia,male,21,married,8,10
Indonesia,male,39,married,7,8
Indonesia,female,39,married,10,9
Indonesia,male,25,single,8,10
Indonesia,male,19,single,8,10
Indonesia,male,37,married,10,8
Indonesia,male,48,married,8,7
Indonesia,male,46,married,9,8
Indonesia,female,25,married,8,8
Indonesia,female,37,married,8,7
Indonesia,male,24,single,8,8
Indonesia,female,28,married,8,9
Indonesia,female,37,married,8,9
Indonesia,female,35,married,5,7
Indonesia,female,23,single,10,10
Indonesia,female,60,married,8,10
Indonesia,female,63,married,10,10
Indonesia,male,68,married,8,10
Indonesia,male,23,single,8,8
Indonesia,male,18,single,10,9
Indonesia,male,49,married,10,7
Indonesia,male,28,married,10,4
Indonesia,female,42,married,2,10
Indonesia,female,45,widowed,10,8
Indonesia,female,23,married,8,9
Indonesia,female,57,widowed,4,2
Indonesia,male,18,single,8,7
Indonesia,male,61,married,9,2
Indonesia,female,30,married,10,5
Indonesia,male,30,married,9,10
Indonesia,male,57,widowed,5,10
Indonesia,male,30,married,7,5
Indonesia,female,60,married,10,10
Indonesia,male,48,married,8,8
Indonesia,male,26,single,3,10
Indonesia,female,51,married,8,6
Indonesia,female,27,married,7,5
Indonesia,female,45,widowed,8,10
Indonesia,male,42,married,7,7
Indonesia,female,25,married,5,10
Indonesia,male,40,married,10,10
Indonesia,female,35,married,4,6
Indonesia,female,44,divorced,10,10
Indonesia,female,31,married,6,6
Indonesia,male,29,single,10,5
Indonesia,female,49,divorced,10,9
Indonesia,female,24,single,8,7
Indonesia,female,38,married,8,7
Indonesia,female,35,married,9,6
Indonesia,male,40,married,10,8
Indonesia,female,56,divorced,2,5
Indonesia,male,28,married,5,8
Indonesia,male,36,widowed,10,9
Indonesia,male,44,married,6,3
Indonesia,male,58,married,5,7
Indonesia,female,47,widowed,5,10
Indonesia,female,34,married,10,9
Indonesia,female,43,divorced,10,8
Indonesia,female,43,widowed,6,9
Indonesia,female,45,married,8,10
Indonesia,female,24,married,9,7
Indonesia,female,48,married,8,8
Indonesia,female,28,married,9,8
Indonesia,male,43,married,10,8
Indonesia,male,56,married,7,9
Indonesia,female,48,married,10,4
Indonesia,female,37,married,6,10
Indonesia,male,28,single,8,3
Indonesia,male,53,married,9,8
Indonesia,female,49,married,7,7
Indonesia,male,30,married,8,9
Indonesia,female,30,married,8,8
Indonesia,female,31,married,7,8
Indonesia,male,18,single,7,8
Indonesia,female,32,married,8,7
Indonesia,male,25,single,10,10
Indonesia,male,31,married,9,9
Indonesia,male,58,married,10,10
Indonesia,female,48,married,10,10
Indonesia,female,33,married,1,3
Indonesia,female,24,married,7,7
Indonesia,female,43,married,8,8
Indonesia,female,38,married,10,8
Indonesia,male,37,married,8,9
Indonesia,female,26,married,5,10
Indonesia,female,31,married,8,10
Indonesia,male,66,married,5,5
Indonesia,male,42,married,10,3
Indonesia,male,39,married,8,7
Indonesia,female,28,married,9,9
Indonesia,male,53,divorced,10,10
Indonesia,female,36,married,6,5
Indonesia,female,38,married,8,7
Indonesia,female,63,married,10,1
Indonesia,female,30,married,8,8
Indonesia,male,33,married,7,4
Indonesia,male,18,single,7,6
Indonesia,female,30,divorced,8,5
Indonesia,male,48,married,6,8
Indonesia,male,54,married,9,10
Indonesia,male,31,married,6,7
Indonesia,male,44,married,10,10
Indonesia,male,33,single,8,7
Indonesia,male,65,married,8,7
Indonesia,female,23,married,8,9
Indonesia,female,38,married,9,6
Indonesia,male,61,married,6,10
Indonesia,female,42,married,5,5
Indonesia,male,45,single,9,4
Indonesia,male,31,married,10,8
Indonesia,female,27,married,9,9
Indonesia,female,43,married,7,9
Indonesia,female,36,married,6,6
Indonesia,male,24,married,7,7
Indonesia,male,29,single,10,10
Indonesia,female,36,married,10,10
Indonesia,male,39,married,9,8
Indonesia,male,38,married,8,7
Indonesia,male,24,single,10,10
Indonesia,male,41,married,7,6
Indonesia,female,32,married,10,9
Indonesia,male,43,married,8,9
Indonesia,female,38,married,7,10
Indonesia,female,21,married,5,5
Indonesia,male,40,widowed,9,7
Indonesia,male,36,married,8,9
Indonesia,female,50,married,6,6
Indonesia,female,42,married,10,7
Indonesia,female,44,married,6,5
Indonesia,female,21,single,7,5
Indonesia,female,31,married,10,8
Indonesia,female,36,married,9,9
Indonesia,female,35,married,5,10
Indonesia,male,36,married,10,5
Indonesia,male,19,single,9,9
Indonesia,male,36,married,1,1
Indonesia,female,25,married,8,9
Indonesia,male,30,married,2,3
Indonesia,female,19,single,10,10
Indonesia,female,19,single,10,10
Indonesia,female,34,married,10,10
Indonesia,female,33,married,6,8
Indonesia,female,41,married,7,8
Indonesia,male,36,married,9,10
Indonesia,male,31,married,5,3
Indonesia,female,42,married,10,7
Indonesia,male,26,married,8,8
Indonesia,female,36,married,6,4
Indonesia,male,69,married,10,5
Indonesia,female,30,married,7,8
Indonesia,female,32,married,1,4
Indonesia,male,67,married,7,7
Indonesia,female,23,married,7,8
Indonesia,female,32,married,9,10
Indonesia,female,33,married,10,7
Indonesia,female,39,married,7,10
Indonesia,female,51,married,10,7
Indonesia,female,41,married,4,4
Indonesia,female,35,married,10,10
Indonesia,female,32,married,8,6
Indonesia,male,30,married,3,9
Indonesia,female,29,married,8,8
Indonesia,female,55,married,7,9
Indonesia,male,32,single,5,5
Indonesia,female,30,married,8,8
Indonesia,male,27,married,8,10
Indonesia,female,61,divorced,6,7
Indonesia,male,37,married,9,10
Indonesia,male,23,married,5,4
Indonesia,female,39,married,7,8
Indonesia,male,45,married,7,4
Indonesia,female,35,married,7,10
Indonesia,female,28,married,9,9
Indonesia,female,22,single,7,8
Indonesia,male,40,divorced,5,9
Indonesia,male,57,married,7,5
Indonesia,male,30,single,5,10
Indonesia,male,41,married,2,8
Indonesia,male,24,single,9,8
Indonesia,male,20,single,5,10
Indonesia,female,41,married,6,5
Indonesia,male,19,single,9,10
Indonesia,female,33,married,10,10
Indonesia,male,57,married,10,7
Indonesia,female,18,single,7,8
Indonesia,female,49,married,10,10
Indonesia,male,66,married,1,10
Indonesia,female,42,married,9,10
Indonesia,female,43,married,10,10
Indonesia,female,30,married,8,10
Indonesia,female,44,married,10,10
Indonesia,female,22,married,10,10
